  -4.00000000       1.20000005       1.20000005       1.20000005       1.20000005    
  -3.98666668       1.20000005       1.20000005       1.20000005       1.20000005    
  -3.97333336       1.20000005       1.20000005       1.20000005       1.20000005    
  -3.96000004       1.20000005       1.20000005       1.20000005       1.20000005    
  -3.94666672       1.20000005       1.20000005       1.20000005       1.20000005    
  -3.93333340       1.20000005       1.20000005       1.20000005       1.20000005    
  -3.92000008       1.20000005       1.20000005       1.20000005       1.20000005    
  -3.90666676       1.20000005       1.20000005       1.20000005       1.20000005    
  -3.89333344       1.20000005       1.20000005       1.20000005       1.20000005    
  -3.88000011       1.20000005       1.20000005       1.20000005       1.20000005    
  -3.86666679       1.20000005       1.20000005       1.20000005       1.20000005    
  -3.85333347       1.20000005       1.20000005       1.20000005       1.20000005    
  -3.84000015       1.20000005       1.20000005       1.20000005       1.20000005    
  -3.82666683       1.20000005       1.20000005       1.20000005       1.20000005    
  -3.81333351       1.20000005       1.20000005       1.20000005       1.20000005    
  -3.80000019       1.20000005       1.20000005       1.20000005       1.20000005    
  -3.78666687       1.20000005       1.20000005       1.20000005       1.20000005    
  -3.77333355       1.20000005       1.20000005       1.20000005       1.20000005    
  -3.76000023       1.20000005       1.20000005       1.20000005       1.20000005    
  -3.74666691       1.20000005       1.20000005       1.20000005       1.20000005    
  -3.73333359       1.20000005       1.20000005       1.20000005       1.20000005    
  -3.72000027       1.20000005       1.20000005       1.20000005       1.20000005    
  -3.70666695       1.20000005       1.20000005       1.20000005       1.20000005    
  -3.69333363       1.20000005       1.20000005       1.20000005       1.20000005    
  -3.68000031       1.20000005       1.20000005       1.20000005       1.20000005    
  -3.66666698       1.20000005       1.20000005       1.20000005       1.20000005    
  -3.65333366       1.20000005       1.20000005       1.20000005       1.20000005    
  -3.63999987       1.20000005       1.20000005       1.20000005       1.20000005    
  -3.62666655       1.20000005       1.20000005       1.20000005       1.20000005    
  -3.61333323       1.20000005       1.20000005       1.20000005       1.20000005    
  -3.59999990       1.20000005       1.20000005       1.20000005       1.20000005    
  -3.58666658       1.20000005       1.20000005       1.20000005       1.20000005    
  -3.57333326       1.20000005       1.20000005       1.20000005       1.20000005    
  -3.55999994       1.20000005       1.20000005       1.20000005       1.20000005    
  -3.54666662       1.20000005       1.20000005       1.20000005       1.20000005    
  -3.53333330       1.20000005       1.20000005       1.20000005       1.20000005    
  -3.51999998       1.20000005       1.20000005       1.20000005       1.20000005    
  -3.50666666       1.20000005       1.20000005       1.20000005       1.20000005    
  -3.49333334       1.20000005       1.20000005       1.20000005       1.20000005    
  -3.48000002       1.20000005       1.20000005       1.20000005       1.20000005    
  -3.46666670       1.20000005       1.20000005       1.20000005       1.20000005    
  -3.45333338       1.20000005       1.20000005       1.20000005       1.20000005    
  -3.44000006       1.20000005       1.20000005       1.20000005       1.20000005    
  -3.42666674       1.20000005       1.20000005       1.20000005       1.20000005    
  -3.41333342       1.20000005       1.20000005       1.20000005       1.20000005    
  -3.40000010       1.20000005       1.20000005       1.20000005       1.20000005    
  -3.38666677       1.20000005       1.20000005       1.20000005       1.20000005    
  -3.37333345       1.20000005       1.20000005       1.20000005       1.20000005    
  -3.36000013       1.20000005       1.20000005       1.20000005       1.20000005    
  -3.34666681       1.20000005       1.20000005       1.20000005       1.20000005    
  -3.33333349       1.20000005       1.20000005       1.20000005       1.20000005    
  -3.32000017       1.20000005       1.20000005       1.20000005       1.20000005    
  -3.30666685       1.20000005       1.20000005       1.20000005       1.20000005    
  -3.29333353       1.20000005       1.20000005       1.20000005       1.20000005    
  -3.28000021       1.20000005       1.20000005       1.20000005       1.20000005    
  -3.26666689       1.20000005       1.20000005       1.20000005       1.20000005    
  -3.25333357       1.20000005       1.20000005       1.20000005       1.20000005    
  -3.24000025       1.20000005       1.20000005       1.20000005       1.20000005    
  -3.22666693       1.20000005       1.20000005       1.20000005       1.20000005    
  -3.21333361       1.20000005       1.20000005       1.20000005       1.20000005    
  -3.20000029       1.20000005       1.20000005       1.20000005       1.20000005    
  -3.18666697       1.20000005       1.20000005       1.20000005       1.20000005    
  -3.17333364       1.20000005       1.20000005       1.20000005       1.20000005    
  -3.16000032       1.20000005       1.20000005       1.20000005       1.20000005    
  -3.14666653       1.20000005       1.20000005       1.20000005       1.20000005    
  -3.13333321       1.20000005       1.20000005       1.20000005       1.20000005    
  -3.11999989       1.20000005       1.20000005       1.20000005       1.20000005    
  -3.10666656       1.20000005       1.20000005       1.20000005       1.20000005    
  -3.09333324       1.20000005       1.20000005       1.20000005       1.20000005    
  -3.07999992       1.20000005       1.20000005       1.20000005       1.20000005    
  -3.06666660       1.20000005       1.20000005       1.20000005       1.20000005    
  -3.05333328       1.20000005       1.20000005       1.20000005       1.20000005    
  -3.03999996       1.20000005       1.20000005       1.20000005       1.20000005    
  -3.02666664       1.20000005       1.20000005       1.20000005       1.20000005    
  -3.01333332       1.20000005       1.20000005       1.20000005       1.20000005    
  -3.00000000       1.20000005       1.20000005       1.20000005       1.20000005    
  -2.98666668       1.20000005       1.20000005       1.20000005       1.20000005    
  -2.97333336       1.20000005       1.20000005       1.20000005       1.20000005    
  -2.96000004       1.20000005       1.20000005       1.20000005       1.20000005    
  -2.94666672       1.20000005       1.20000005       1.20000005       1.20000005    
  -2.93333340       1.20000005       1.20000005       1.20000005       1.20000005    
  -2.92000008       1.20000005       1.20000005       1.20000005       1.20000005    
  -2.90666676       1.20000005       1.20000005       1.20000005       1.20000005    
  -2.89333344       1.20000005       1.20000005       1.20000005       1.20000005    
  -2.88000011       1.20000005       1.20000005       1.20000005       1.20000005    
  -2.86666679       1.20000005       1.20000005       1.20000005       1.20000005    
  -2.85333347       1.20000005       1.20000005       1.20000005       1.20000005    
  -2.84000015       1.20000005       1.20000005       1.20000005       1.20000005    
  -2.82666683       1.20000005       1.20000005       1.20000005       1.20000005    
  -2.81333351       1.20000005       1.20000005       1.20000005       1.20000005    
  -2.80000019       1.20000005       1.20000005       1.20000005       1.20000005    
  -2.78666687       1.20000005       1.20000005       1.20000005       1.20000005    
  -2.77333355       1.20000005       1.20000005       1.20000005       1.20000005    
  -2.76000023       1.20000005       1.20000005       1.20000005       1.20000005    
  -2.74666691       1.20000005       1.20000005       1.20000005       1.20000005    
  -2.73333359       1.20000005       1.20000005       1.20000005       1.20000005    
  -2.72000027       1.20000005       1.20000005       1.20000005       1.20000005    
  -2.70666695       1.20000005       1.20000005       1.20000005       1.20000005    
  -2.69333363       1.20000005       1.20000005       1.20000005       1.20000005    
  -2.67999983       1.20000005       1.20000005       1.20000005       1.20000005    
  -2.66666651       1.20000005       1.20000005       1.20000005       1.20000005    
  -2.65333319       1.20000005       1.20000005       1.20000005       1.20000005    
  -2.63999987       1.20000005       1.20000005       1.20000005       1.20000005    
  -2.62666655       1.20000005       1.20000005       1.20000005       1.20000005    
  -2.61333323       1.20000005       1.20000005       1.20000005       1.20000005    
  -2.59999990       1.20000005       1.20000005       1.20000005       1.20000005    
  -2.58666658       1.20000005       1.20000005       1.20000005       1.20000005    
  -2.57333326       1.20000005       1.20000005       1.20000005       1.20000005    
  -2.55999994       1.20000005       1.20000005       1.20000005       1.20000005    
  -2.54666662       1.20000005       1.20000005       1.20000005       1.20000005    
  -2.53333330       1.20000005       1.20000005       1.20000005       1.20000005    
  -2.51999998       1.20000005       1.20000005       1.20000005       1.20000005    
